YEAR ,LocationAbbr ,LocationDesc ,DataSource ,Topic ,Subtopic ,ShortQuestionText ,Greater_Risk_Question ,Description ,Data_Value_Symbol ,Data_Value_Type ,Greater_Risk_Data_Value ,Greater_Risk_Data_Value_Footnote_Symbol ,Greater_Risk_Data_Value_Footnote ,Greater_Risk_Low_Confidence_Limit ,Greater_Risk_High_Confidence_Limit ,Lesser_Risk_Question ,Lesser_Risk_Data_Value ,Lesser_Risk_Data_Value_Footnote_Symbol ,Lesser_Risk_Data_Value_Footnote ,Lesser_Risk_Low_Confidence_Limit ,Lesser_Risk_High_Confidence_Limit ,Sample_Size ,Sex ,Race ,Grade ,SexualIdentity ,SexOfSexualContacts ,GeoLocation ,TopicId ,SubTopicID ,QuestionCode ,LocationId ,StratID1 ,StratID2 ,StratID3 ,StratID4 ,StratID5 ,StratificationType ,StratID6 
2017,LA,Louisiana,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,2.6093,,,1.8383,3.6915,Did not currently frequently smoke cigars,97.3907,,,96.3085,98.1617,1180,Total,Total,Total,Total,Total,"(31.312660644, -92.445680071)",C02,C13,QNFRCGR,22,S1,R1,G1,LA,I1,State,P1
2015,MO,Missouri,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,12.1291,,,9.091,16.0039,Did not currently smoke cigars,87.8709,,,83.9961,90.909,1487,Total,Total,Total,Total,Total,"(38.635790776, -92.566300053)",C02,C13,H38,29,S1,R1,G1,MO,I1,State,P1
2017,ND,North Dakota,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.7983,,,0.4265,1.4893,Did not currently frequently smoke cigars,99.2017,,,98.5107,99.5735,2121,Total,Total,Total,Total,Total,"(47.475319779, -100.118421049)",C02,C13,QNFRCGR,38,S1,R1,G1,ND,I1,State,P1
2015,AZB,Arizona,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,10.0676,,,7.8215,12.8686,Did not currently smoke cigars,89.9324,,,87.1314,92.1785,2561,Total,Total,Total,Total,Total,"(34.86597028, -111.763811277)",C02,C13,H38,04,S1,R1,G1,AZB,I1,State,P1
2015,VA,Virginia,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.1321,,,0.8055,1.5889,Did not currently smoke cigars daily,98.8679,,,98.4111,99.1945,5131,Total,Total,Total,Total,Total,"(37.542680674, -78.457890463)",C02,C13,QNDAYCGR,51,S1,R1,G1,VA,I1,State,P1
2015,AK,Alaska,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.0372,,,0.5873,1.8252,Did not currently frequently smoke cigars,98.9628,,,98.1748,99.4127,1406,Total,Total,Total,Total,Total,"(64.845079957001, -147.722059036)",C02,C13,QNFRCGR,02,S1,R1,G1,AK,I1,State,P1
2015,MM,"Miami-Dade County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,6.1014,,,4.9984,7.4288,Did not currently smoke cigars,93.8986,,,92.5712,95.0016,2700,Total,Total,Total,Total,Total,"(25.551603, -80.632692)",C02,C13,H38,108,S1,R1,G1,MM,I1,Local,P1
2017,XX,United States,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,7.9922,,,7.1683,8.9017,Did not currently smoke cigars,92.0078,,,91.0983,92.8317,14411,Total,Total,Total,Total,Total,,C02,C13,H38,59,S1,R1,G1,XX,I1,National,P1
2017,BA,"Baltimore, MD",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.5103,,,0.7366,3.0715,Did not currently frequently smoke cigars,98.4897,,,96.9285,99.2634,739,Total,Total,Total,Total,Total,"(39.290385, -76.612189)",C02,C13,QNFRCGR,113,S1,R1,G1,BA,I1,Local,P1
2015,NY,New York,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.5148,,,1.0457,2.1896,Did not currently frequently smoke cigars,98.4852,,,97.8104,98.9543,10531,Total,Total,Total,Total,Total,"(42.827001032, -75.543970427)",C02,C13,QNFRCGR,36,S1,R1,G1,NY,I1,State,P1
2015,IN,Indiana,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,11.4257,,,9.0716,14.2947,Did not currently smoke cigars,88.5743,,,85.7053,90.9284,1909,Total,Total,Total,Total,Total,"(39.766910452, -86.149960194)",C02,C13,H38,18,S1,R1,G1,IN,I1,State,P1
2015,ME,Maine,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.2745,,,0.994,1.6327,Did not currently frequently smoke cigars,98.7255,,,98.3673,99.006,9529,Total,Total,Total,Total,Total,"(45.254228894001, -68.985031336)",C02,C13,QNFRCGR,23,S1,R1,G1,ME,I1,State,P1
2017,RI,Rhode Island,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,6.8057,,,5.2445,8.7886,Did not currently smoke cigars,93.1943,,,91.2114,94.7555,2200,Total,Total,Total,Total,Total,"(41.708280193, -71.522470314)",C02,C13,H38,44,S1,R1,G1,RI,I1,State,P1
2015,DKC,"DeKalb County, GA",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.5324,,,1.0384,2.2561,Did not currently frequently smoke cigars,98.4676,,,97.7439,98.9616,1859,Total,Total,Total,Total,Total,"(33.795644, -84.22788)",C02,C13,QNFRCGR,111,S1,R1,G1,DKC,I1,Local,P1
2017,KS,Kansas,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.8362,,,0.3769,1.8447,Did not currently frequently smoke cigars,99.1638,,,98.1553,99.6231,2389,Total,Total,Total,Total,Total,"(38.3477403, -98.200781227)",C02,C13,QNFRCGR,20,S1,R1,G1,KS,I1,State,P1
2017,MT,Montana,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,12.9418,,,11.6962,14.2987,Did not currently smoke cigars,87.0582,,,85.7013,88.3038,4718,Total,Total,Total,Total,Total,"(47.066528972, -109.424420645)",C02,C13,H38,30,S1,R1,G1,MT,I1,State,P1
2017,ID,Idaho,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.6028,,,0.3035,1.1939,Did not currently smoke cigars daily,99.3972,,,98.8061,99.6965,1801,Total,Total,Total,Total,Total,"(43.682630005, -114.363730042)",C02,C13,QNDAYCGR,16,S1,R1,G1,ID,I1,State,P1
2017,BO,"Boston, MA",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.6914,,,0.3498,1.3621,Did not currently frequently smoke cigars,99.3086,,,98.6379,99.6502,1572,Total,Total,Total,Total,Total,"(42.360083, -71.05888)",C02,C13,QNFRCGR,114,S1,R1,G1,BO,I1,Local,P1
2017,PB,"Palm Beach County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.6015,,,0.3286,1.0985,Did not currently smoke cigars daily,99.3985,,,98.9015,99.6714,2292,Total,Total,Total,Total,Total,"(26.65145, -80.276733)",C02,C13,QNDAYCGR,110,S1,R1,G1,PB,I1,Local,P1
2015,VT,Vermont,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.3657,,,1.2142,1.5357,Did not currently frequently smoke cigars,98.6343,,,98.4643,98.7858,20934,Total,Total,Total,Total,Total,"(43.625381239, -72.517640791)",C02,C13,QNFRCGR,50,S1,R1,G1,VT,I1,State,P1
2017,NYK,"Borough of Staten Island, NY",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.8391,,,1.0544,3.1892,Did not currently frequently smoke cigars,98.1609,,,96.8108,98.9456,1184,Total,Total,Total,Total,Total,"(40.579532, -74.150201)",C02,C13,QNFRCGR,120,S1,R1,G1,NYK,I1,Local,P1
2015,ID,Idaho,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.3932,,,0.1481,1.0397,Did not currently frequently smoke cigars,99.6068,,,98.9603,99.8519,1750,Total,Total,Total,Total,Total,"(43.682630005, -114.363730042)",C02,C13,QNFRCGR,16,S1,R1,G1,ID,I1,State,P1
2017,OK,Oklahoma,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.6725,,,0.3286,1.3711,Did not currently smoke cigars daily,99.3275,,,98.6289,99.6714,1631,Total,Total,Total,Total,Total,"(35.472031356, -97.521070214)",C02,C13,QNDAYCGR,40,S1,R1,G1,OK,I1,State,P1
2015,NM,New Mexico,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.1276,,,0.8791,1.4453,Did not currently smoke cigars daily,98.8724,,,98.5547,99.1209,8270,Total,Total,Total,Total,Total,"(34.520880952, -106.240580985)",C02,C13,QNDAYCGR,35,S1,R1,G1,NM,I1,State,P1
2015,MD,Maryland,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.6303,,,1.483,1.792,Did not currently frequently smoke cigars,98.3697,,,98.208,98.517,54795,Total,Total,Total,Total,Total,"(39.290580964, -76.609260111)",C02,C13,QNFRCGR,24,S1,R1,G1,MD,I1,State,P1
2015,MD,Maryland,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,10.3432,,,9.9054,10.798,Did not currently smoke cigars,89.6568,,,89.202,90.0946,54795,Total,Total,Total,Total,Total,"(39.290580964, -76.609260111)",C02,C13,H38,24,S1,R1,G1,MD,I1,State,P1
2015,NYH,"Borough of Brooklyn, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,5.1753,,,3.386,7.8336,Did not currently smoke cigars,94.8247,,,92.1664,96.614,2204,Total,Total,Total,Total,Total,"(40.678178, -73.944158)",C02,C13,H38,117,S1,R1,G1,NYH,I1,Local,P1
2015,VT,Vermont,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.1145,,,0.9781,1.2696,Did not currently smoke cigars daily,98.8855,,,98.7304,99.0219,20934,Total,Total,Total,Total,Total,"(43.625381239, -72.517640791)",C02,C13,QNDAYCGR,50,S1,R1,G1,VT,I1,State,P1
2017,FW,"Fort Worth, TX",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.6881,,,0.4342,1.0889,Did not currently smoke cigars daily,99.3119,,,98.9111,99.5658,3287,Total,Total,Total,Total,Total,"(32.755488, -97.330766)",C02,C13,QNDAYCGR,127,S1,R1,G1,FW,I1,Local,P1
2017,NYI,"Borough of Manhattan, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.4938,,,0.2883,0.8445,Did not currently smoke cigars daily,99.5062,,,99.1555,99.7117,2269,Total,Total,Total,Total,Total,"(40.78306, -73.971249)",C02,C13,QNDAYCGR,118,S1,R1,G1,NYI,I1,Local,P1
2017,MI,Michigan,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,9.1517,,,6.2378,13.2348,Did not currently smoke cigars,90.8483,,,86.7652,93.7622,1604,Total,Total,Total,Total,Total,"(44.661319543001, -84.71439027)",C02,C13,H38,26,S1,R1,G1,MI,I1,State,P1
2017,BA,"Baltimore, MD",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.0291,,,0.4109,2.5535,Did not currently smoke cigars daily,98.9709,,,97.4465,99.5891,739,Total,Total,Total,Total,Total,"(39.290385, -76.612189)",C02,C13,QNDAYCGR,113,S1,R1,G1,BA,I1,Local,P1
2017,DT,"Detroit, MI",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,5.5602,,,4.2234,7.2879,Did not currently smoke cigars,94.4398,,,92.7121,95.7766,1408,Total,Total,Total,Total,Total,"(42.331427, -83.045754)",C02,C13,H38,115,S1,R1,G1,DT,I1,Local,P1
2017,MM,"Miami-Dade County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.4222,,,0.215,0.8275,Did not currently smoke cigars daily,99.5778,,,99.1725,99.785,2820,Total,Total,Total,Total,Total,"(25.551603, -80.632692)",C02,C13,QNDAYCGR,108,S1,R1,G1,MM,I1,Local,P1
2015,ME,Maine,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.0248,,,0.798,1.3153,Did not currently smoke cigars daily,98.9752,,,98.6847,99.202,9529,Total,Total,Total,Total,Total,"(45.254228894001, -68.985031336)",C02,C13,QNDAYCGR,23,S1,R1,G1,ME,I1,State,P1
2017,OA,"Oakland, CA",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.7573,,,0.4658,1.229,Did not currently smoke cigars daily,99.2427,,,98.771,99.5342,1918,Total,Total,Total,Total,Total,"(37.804364, -122.271114)",C02,C13,QNDAYCGR,101,S1,R1,G1,OA,I1,Local,P1
2015,MI,Michigan,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,9.2279,,,7.4235,11.4169,Did not currently smoke cigars,90.7721,,,88.5831,92.5765,4783,Total,Total,Total,Total,Total,"(44.661319543001, -84.71439027)",C02,C13,H38,26,S1,R1,G1,MI,I1,State,P1
2015,FT,"Broward County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.6176,,,0.2934,1.2954,Did not currently smoke cigars daily,99.3824,,,98.7046,99.7066,1402,Total,Total,Total,Total,Total,"(26.190096, -80.365865)",C02,C13,QNDAYCGR,106,S1,R1,G1,FT,I1,Local,P1
2015,WY,Wyoming,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.0631,,,0.695,1.6231,Did not currently smoke cigars daily,98.9369,,,98.3769,99.305,2409,Total,Total,Total,Total,Total,"(43.235541343, -108.109830353)",C02,C13,QNDAYCGR,56,S1,R1,G1,WY,I1,State,P1
2015,AR,Arkansas,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,2.9246,,,1.8785,4.5262,Did not currently frequently smoke cigars,97.0754,,,95.4738,98.1215,2825,Total,Total,Total,Total,Total,"(34.748650124, -92.274490743)",C02,C13,QNFRCGR,05,S1,R1,G1,AR,I1,State,P1
2015,VT,Vermont,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,10.4409,,,10.0254,10.8714,Did not currently smoke cigars,89.5591,,,89.1286,89.9746,20934,Total,Total,Total,Total,Total,"(43.625381239, -72.517640791)",C02,C13,H38,50,S1,R1,G1,VT,I1,State,P1
2017,ST,"Shelby County, TN",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.6979,,,0.3263,1.4866,Did not currently smoke cigars daily,99.3021,,,98.5134,99.6737,1873,Total,Total,Total,Total,Total,,C02,C13,QNDAYCGR,NULL,S1,R1,G1,ST,I1,Local,P1
2017,NH,New Hampshire,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.4488,,,1.197,1.7526,Did not currently frequently smoke cigars,98.5512,,,98.2474,98.803,11992,Total,Total,Total,Total,Total,"(43.655950113, -71.50036092)",C02,C13,QNFRCGR,33,S1,R1,G1,NH,I1,State,P1
2015,NV,Nevada,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.8284,,,0.4796,1.4272,Did not currently frequently smoke cigars,99.1716,,,98.5728,99.5204,1443,Total,Total,Total,Total,Total,"(39.49324039, -117.071840564)",C02,C13,QNFRCGR,32,S1,R1,G1,NV,I1,State,P1
2015,NYJ,"Borough of Queens, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.3695,,,0.1626,0.8375,Did not currently smoke cigars daily,99.6305,,,99.1625,99.8374,1529,Total,Total,Total,Total,Total,"(40.728224, -73.794852)",C02,C13,QNDAYCGR,119,S1,R1,G1,NYJ,I1,Local,P1
2017,ND,North Dakota,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,8.2487,,,6.6038,10.2584,Did not currently smoke cigars,91.7513,,,89.7416,93.3962,2121,Total,Total,Total,Total,Total,"(47.475319779, -100.118421049)",C02,C13,H38,38,S1,R1,G1,ND,I1,State,P1
2017,NYH,"Borough of Brooklyn, NY",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.9661,,,0.4254,2.1789,Did not currently frequently smoke cigars,99.0339,,,97.8211,99.5746,2670,Total,Total,Total,Total,Total,"(40.678178, -73.944158)",C02,C13,QNFRCGR,117,S1,R1,G1,NYH,I1,Local,P1
2015,NE,Nebraska,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,8.079,,,6.3106,10.2886,Did not currently smoke cigars,91.921,,,89.7114,93.6894,1667,Total,Total,Total,Total,Total,"(41.641040988001, -99.365720623)",C02,C13,H38,31,S1,R1,G1,NE,I1,State,P1
2017,WI,Wisconsin,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,7.6418,,,6.1857,9.4063,Did not currently smoke cigars,92.3582,,,90.5937,93.8143,2024,Total,Total,Total,Total,Total,"(44.393191174, -89.816370742)",C02,C13,H38,55,S1,R1,G1,WI,I1,State,P1
2015,BO,"Boston, MA",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.0293,,,0.6541,1.6163,Did not currently frequently smoke cigars,98.9707,,,98.3837,99.3459,1639,Total,Total,Total,Total,Total,"(42.360083, -71.05888)",C02,C13,QNFRCGR,114,S1,R1,G1,BO,I1,Local,P1
2015,FW,"Fort Worth, TX",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,9.0476,,,7.7527,10.534,Did not currently smoke cigars,90.9524,,,89.466,92.2473,2579,Total,Total,Total,Total,Total,"(32.755488, -97.330766)",C02,C13,H38,127,S1,R1,G1,FW,I1,Local,P1
2015,MA,Massachusetts,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,10.4014,,,8.6425,12.4694,Did not currently smoke cigars,89.5986,,,87.5306,91.3575,3098,Total,Total,Total,Total,Total,"(42.27687047, -72.082690675)",C02,C13,H38,25,S1,R1,G1,MA,I1,State,P1
2015,LO,"Los Angeles, CA",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.6932,,,0.3508,1.3651,Did not currently smoke cigars daily,99.3068,,,98.6349,99.6492,2315,Total,Total,Total,Total,Total,"(34.052234, -118.243685)",C02,C13,QNDAYCGR,100,S1,R1,G1,LO,I1,Local,P1
2015,MA,Massachusetts,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.2103,,,0.8143,1.7954,Did not currently frequently smoke cigars,98.7897,,,98.2046,99.1857,3098,Total,Total,Total,Total,Total,"(42.27687047, -72.082690675)",C02,C13,QNFRCGR,25,S1,R1,G1,MA,I1,State,P1
2015,AK,Alaska,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,7.0622,,,5.5514,8.9452,Did not currently smoke cigars,92.9378,,,91.0548,94.4486,1406,Total,Total,Total,Total,Total,"(64.845079957001, -147.722059036)",C02,C13,H38,02,S1,R1,G1,AK,I1,State,P1
2017,MD,Maryland,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,9.0071,,,8.5265,9.5121,Did not currently smoke cigars,90.9929,,,90.4879,91.4735,49851,Total,Total,Total,Total,Total,"(39.290580964, -76.609260111)",C02,C13,H38,24,S1,R1,G1,MD,I1,State,P1
2017,OA,"Oakland, CA",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.008,,,0.6579,1.5415,Did not currently frequently smoke cigars,98.992,,,98.4585,99.3421,1918,Total,Total,Total,Total,Total,"(37.804364, -122.271114)",C02,C13,QNFRCGR,101,S1,R1,G1,OA,I1,Local,P1
2017,OL,"Orange County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.9026,,,0.4725,1.7172,Did not currently smoke cigars daily,99.0974,,,98.2828,99.5275,1349,Total,Total,Total,Total,Total,"(28.4845, -81.251883)",C02,C13,QNDAYCGR,109,S1,R1,G1,OL,I1,Local,P1
2015,AK,Alaska,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.5705,,,0.2496,1.2984,Did not currently smoke cigars daily,99.4295,,,98.7016,99.7504,1406,Total,Total,Total,Total,Total,"(64.845079957001, -147.722059036)",C02,C13,QNDAYCGR,02,S1,R1,G1,AK,I1,State,P1
2015,MD,Maryland,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.1973,,,1.0866,1.3191,Did not currently smoke cigars daily,98.8027,,,98.6809,98.9134,54795,Total,Total,Total,Total,Total,"(39.290580964, -76.609260111)",C02,C13,QNDAYCGR,24,S1,R1,G1,MD,I1,State,P1
2015,OK,Oklahoma,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.3713,,,0.5365,3.4597,Did not currently frequently smoke cigars,98.6287,,,96.5403,99.4635,1602,Total,Total,Total,Total,Total,"(35.472031356, -97.521070214)",C02,C13,QNFRCGR,40,S1,R1,G1,OK,I1,State,P1
2017,IL,Illinois,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,8.0671,,,6.325,10.2364,Did not currently smoke cigars,91.9329,,,89.7636,93.675,4883,Total,Total,Total,Total,Total,"(40.485010283, -88.997710178)",C02,C13,H38,17,S1,R1,G1,IL,I1,State,P1
2017,GU,Guam,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.1459,,,0.0379,0.5594,Did not currently frequently smoke cigars,99.8541,,,99.4406,99.9621,1182,Total,Total,Total,Total,Total,"(13.444304, 144.793731)",C02,C13,QNFRCGR,66,S1,R1,G1,GU,I1,Territory,P1
